Year,Quarter,MType,資料日期,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
2023,1,otc,2025-11-17,6244,茂迪,287780,-107746,-302357,5107,-117216,3141347,3024131
2023,1,otc,2025-11-17,6245,立端,626958,41890,1766,-2481,668133,2677165,3345298
2023,1,otc,2025-11-17,6246,臺龍,47720,-3539,-62678,-164,-18661,337940,319279
2023,1,otc,2025-11-17,6248,沛波,-284659,-78965,81278,,-282346,506125,223779
2023,1,otc,2025-11-17,6259,百徽,8029,-1484,-20415,8,-13862,174559,160697
2023,1,otc,2025-11-17,6261,久元,8643,-212931,-6000,-479,-210767,3088125,2877358
2023,1,otc,2025-11-17,6263,普萊德,109828,1067,-4799,,106096,1567809,1673905
2023,1,otc,2025-11-17,6264,富裔,-97829,10479,76691,,-10659,67767,57108
2023,1,otc,2025-11-17,6265,方方土昶,77501,-79334,-10462,718,-11577,154089,142512
2023,1,otc,2025-11-17,6266,泰詠,299516,-199771,11122,1415,112282,693248,805530
2023,1,otc,2025-11-17,6270,倍微,-114303,-31330,-48983,-7014,-201630,572657,371027
2023,1,otc,2025-11-17,6274,台燿,495956,297477,-160108,25605,658930,5890505,6549435
